country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Dominica,DMA,11/02/2022,61178,31927,29251,,25,84.77,44.24,40.53,346,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Dominican Republic,DOM,11/02/2022,15050637,7021901,5837594,19462,18409,137.4,64.11,53.29,1681,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Public Health,https://vacunate.gob.do/
Ecuador,ECU,11/02/2022,30789811,14713898,13428974,89516,67903,172.12,82.25,75.07,3796,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
El Salvador,SLV,11/02/2022,,,,,8734,,,,1340,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/
England,OWID_ENG,11/02/2022,116522954,44132468,40884484,65177,56533,206.05,78.04,72.3,1000,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Estonia,EST,11/02/2022,1938655,855977,834684,1783,1337,146.29,64.59,62.99,1009,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
Eswatini,SWZ,11/02/2022,,,,,949,,,,809,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Ethiopia,ETH,11/02/2022,,,,,4303,,,,37,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/FMoHealth/status/1494035503578034176
Faeroe Islands,FRO,11/02/2022,,,,,30,,,,612,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Fiji,FJI,11/02/2022,,,,,297,,,,329,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Finland,FIN,11/02/2022,11340617,4460945,4202929,15466,23092,204.4,80.4,75.75,4162,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov
France,FRA,11/02/2022,139137643,53906204,51975568,277709,193263,206.37,79.95,77.09,2866,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
French Polynesia,PYF,11/02/2022,,,,,212,,,,750,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Georgia,GEO,11/02/2022,,,,,3472,,,,872,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/
Germany,DEU,11/02/2022,167970421,63285444,62198739,223128,196861,200.2,75.43,74.13,2346,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,11/02/2022,112137,41679,40770,114,92,332.84,123.71,121.01,2731,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1493958047420620808
Greece,GRC,11/02/2022,19568079,7815449,7399138,36549,35183,188.69,75.36,71.35,3393,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greenland,GRL,11/02/2022,,,,,14,,,,246,Moderna,Government of Greenland,https://corona.nun.gl
Grenada,GRD,11/02/2022,85113,42742,37182,,58,75.31,37.82,32.9,513,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Guatemala,GTM,11/02/2022,14031764,7068134,5460442,76815,48252,76.89,38.73,29.92,2644,"Moderna, Oxford/AstraZeneca",Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guernsey,GGY,11/02/2022,,,,,89,,,,1404,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats
Guinea-Bissau,GNB,11/02/2022,,,,,9422,,,,4675,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Guyana,GUY,11/02/2022,792183,427680,320221,,1318,100.23,54.11,40.52,1668,"Oxford/AstraZeneca, Sputnik V",Ministry of Health,https://www.youtube.com/watch?v=pv8KXCDy4Jg
Honduras,HND,11/02/2022,10676787,5190314,4399117,,14917,106.1,51.58,43.72,1482,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",World Health Organization,https://covid19.who.int/
Hong Kong,HKG,11/02/2022,11716542,5573547,4961481,93712,72583,155.13,73.79,65.69,9610,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age
Hungary,HUN,11/02/2022,,,,,9751,,,,1012,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-385-ezer-beoltott-8578-az-uj-fertozott-es-elhunyt-115-beteg
Iceland,ISL,11/02/2022,798254,309109,287831,,1167,216.45,83.82,78.05,3164,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,11/02/2022,1720173263,956363985,747888827,9774452,4732111,123.45,68.63,53.67,3396,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
Indonesia,IDN,11/02/2022,,187918754,134403989,,1283610,,68,48.63,4645,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Indonesia,https://data.covid19.go.id/public/index.html
